brand,processor,ram_gb,storage_gb,storage_type,gpu,screen_size_inch,refresh_rate_hz,battery_wh,weight_kg,has_touchscreen,os,price_idr
Toshiba,Intel Core i7,16,512,HDD,NVIDIA RTX 4060,16.0,60,64.1,1.41,1,Chrome OS,9100000
Asus,AMD Ryzen 7,8,512,HDD,NVIDIA RTX 3060,11.6,60,95.7,3.0,1,Linux,6600000
Razer,Intel Core i7,32,256,HDD,NVIDIA RTX 3070,13.3,144,44.1,1.01,1,Windows 11,23500000
Asus,Intel Core i7,16,1024,HDD,NVIDIA GTX 1650,17.3,165,40.1,2.52,0,Windows 10,10000000
Dell,Intel Core i7,32,1024,HDD,Integrated,14.0,60,51.2,1.62,1,Windows 10,15100000
MSI,AMD Ryzen 5,32,256,HDD,AMD Radeon RX 6600,11.6,60,73.0,2.33,1,Chrome OS,8300000
Samsung,AMD Ryzen 5,16,256,NVMe SSD,NVIDIA RTX 3050,17.3,60,73.5,2.19,0,Windows 10,8300000
MSI,Intel Core i5,4,512,SSD,Integrated,14.0,144,95.7,1.51,0,Linux,3200000
Dell,AMD Ryzen 9,16,256,HDD,NVIDIA RTX 3060,13.3,144,81.7,1.94,0,Chrome OS,10200000
Asus,Intel Core i7,8,512,SSD,NVIDIA RTX 4060,14.0,60,63.2,2.46,0,Linux,8800000
Lenovo,Intel Core i7,16,1024,NVMe SSD,AMD Radeon RX 6600,16.0,60,88.6,2.01,0,Chrome OS,17900000
Samsung,Intel Core i7,32,512,HDD,NVIDIA RTX 4060,15.6,60,61.8,3.21,0,Linux,20300000
Toshiba,AMD Ryzen 9,32,512,SSD,NVIDIA RTX 3060,15.6,60,73.1,2.33,0,Windows 11,22300000
Samsung,AMD Ryzen 7,8,512,SSD,NVIDIA RTX 3050,17.3,60,99.8,1.16,0,Windows 11,9300000
Razer,AMD Ryzen 5,64,1024,NVMe SSD,NVIDIA GTX 1650,11.6,60,44.0,3.01,0,Linux,33600000
HP,Intel Core i3,16,1024,HDD,NVIDIA RTX 3060,17.3,60,61.6,2.03,0,Windows 11,8700000
Razer,AMD Ryzen 5,8,512,HDD,NVIDIA RTX 3060,15.6,60,92.9,2.79,1,Linux,7700000
Razer,Intel Core i5,8,1024,SSD,NVIDIA RTX 4060,15.6,60,50.8,2.36,0,Chrome OS,13200000
Dell,AMD Ryzen 7,32,512,NVMe SSD,NVIDIA RTX 3070,14.0,60,54.3,2.16,1,Windows 11,28000000
Samsung,AMD Ryzen 7,16,1024,NVMe SSD,NVIDIA RTX 3050,11.6,90,67.1,2.35,0,Windows 11,16800000
Razer,AMD Ryzen 9,8,1024,SSD,NVIDIA RTX 3060,16.0,240,31.7,2.19,0,Linux,21400000
Dell,Intel Core i9,32,1024,SSD,NVIDIA RTX 3060,17.3,60,93.5,3.17,0,Windows 10,39700000
MSI,AMD Ryzen 7,8,512,SSD,NVIDIA GTX 1650,15.6,60,32.3,2.21,0,Chrome OS,6500000
Lenovo,Intel Core i3,16,512,NVMe SSD,NVIDIA RTX 3070,16.0,60,81.7,2.82,0,Windows 11,10900000
Samsung,AMD Ryzen 5,8,512,SSD,NVIDIA GTX 1650,15.6,60,43.7,1.24,1,Chrome OS,4800000
Dell,AMD Ryzen 7,16,256,HDD,NVIDIA RTX 3070,17.3,144,48.4,2.4,1,Chrome OS,9500000
Samsung,AMD Ryzen 3,16,256,SSD,NVIDIA RTX 3050,16.0,60,40.8,3.14,0,Windows 11,6200000
Toshiba,AMD Ryzen 5,4,512,HDD,Integrated,15.6,120,69.6,2.73,1,Windows 11,2500000
Acer,Intel Core i7,16,256,SSD,NVIDIA RTX 4060,17.3,60,95.5,3.29,0,Windows 10,10500000
Razer,Intel Core i7,8,256,SSD,NVIDIA GTX 1650,15.6,120,34.2,2.34,1,Windows 10,7500000
Acer,AMD Ryzen 3,16,512,HDD,AMD Radeon RX 6600,14.0,60,46.6,2.42,0,Chrome OS,4600000
Samsung,AMD Ryzen 5,8,256,SSD,NVIDIA RTX 3060,17.3,144,54.7,1.52,1,Windows 11,6800000
MSI,AMD Ryzen 7,16,512,SSD,NVIDIA RTX 3070,11.6,165,57.5,3.41,0,Windows 10,18900000
HP,Intel Core i5,64,256,HDD,NVIDIA RTX 3050,13.3,90,32.1,3.43,0,Linux,11300000
MSI,AMD Ryzen 7,8,512,NVMe SSD,Integrated,16.0,144,62.0,1.97,0,Windows 10,7600000
MSI,AMD Ryzen 7,32,512,SSD,NVIDIA GTX 1650,17.3,60,75.7,1.33,0,Windows 10,19800000
Lenovo,AMD Ryzen 7,32,2048,HDD,NVIDIA RTX 3060,13.3,165,70.9,1.92,0,Chrome OS,28900000
HP,Intel Core i9,32,512,SSD,NVIDIA RTX 3060,13.3,60,83.0,3.09,1,Linux,21400000
Razer,Intel Core i7,8,1024,HDD,NVIDIA RTX 3060,13.3,60,49.7,1.04,0,Chrome OS,11100000
HP,Intel Core i5,32,256,NVMe SSD,NVIDIA GTX 1650,14.0,60,74.9,1.98,1,Chrome OS,7700000
Toshiba,AMD Ryzen 3,32,512,NVMe SSD,NVIDIA RTX 3070,16.0,144,79.7,2.49,1,Windows 11,14500000
Toshiba,Intel Core i7,8,512,NVMe SSD,NVIDIA RTX 3070,15.6,60,69.8,1.2,0,Windows 11,10200000
Acer,AMD Ryzen 9,16,1024,NVMe SSD,NVIDIA GTX 1650,13.3,144,46.1,1.78,1,Windows 10,16300000
Razer,Intel Core i3,8,512,NVMe SSD,NVIDIA RTX 4060,15.6,60,68.7,2.3,1,Linux,8900000
Apple,Apple M1,8,2048,SSD,Apple GPU,13.3,120,44.4,2.14,0,macOS,35600000
HP,AMD Ryzen 5,32,512,SSD,NVIDIA RTX 4060,14.0,120,92.1,3.44,0,Chrome OS,14800000
Lenovo,Intel Core i9,8,256,NVMe SSD,NVIDIA RTX 3050,13.3,120,43.8,2.31,0,Linux,7300000
Razer,Intel Core i5,16,512,SSD,NVIDIA RTX 3050,16.0,144,51.0,1.59,0,Windows 11,12100000
MSI,AMD Ryzen 7,8,256,SSD,NVIDIA RTX 3060,14.0,60,93.7,2.07,0,Chrome OS,6000000
Samsung,AMD Ryzen 5,4,256,NVMe SSD,NVIDIA GTX 1650,14.0,144,74.0,3.48,0,Windows 11,3700000
Asus,AMD Ryzen 7,16,256,SSD,AMD Radeon RX 6600,16.0,120,48.4,1.5,0,Windows 10,8500000
Samsung,AMD Ryzen 5,64,1024,SSD,NVIDIA RTX 3060,16.0,90,73.2,2.39,0,Linux,34400000
Asus,Intel Core i5,8,1024,SSD,NVIDIA RTX 3050,13.3,144,97.5,2.48,0,Windows 10,6900000
Toshiba,Intel Core i9,64,1024,HDD,NVIDIA RTX 3060,11.6,90,51.2,1.42,0,Windows 10,33100000
Dell,Intel Core i3,4,256,HDD,NVIDIA RTX 3070,17.3,120,58.2,2.8,0,Linux,2900000
HP,AMD Ryzen 5,16,256,NVMe SSD,NVIDIA RTX 3060,17.3,165,56.1,2.37,0,Linux,7800000
Toshiba,AMD Ryzen 5,16,1024,NVMe SSD,Integrated,13.3,120,35.8,2.26,1,Windows 10,8000000
HP,AMD Ryzen 3,8,512,SSD,NVIDIA RTX 3070,11.6,60,98.5,2.97,1,Linux,5100000
Lenovo,AMD Ryzen 5,32,256,HDD,NVIDIA RTX 3060,11.6,90,93.6,2.21,0,Windows 11,8500000
Apple,Apple M2,16,256,SSD,Apple GPU,13.3,60,59.1,2.53,1,macOS,35700000
Asus,AMD Ryzen 3,16,256,SSD,NVIDIA RTX 3070,14.0,60,96.5,2.97,0,Chrome OS,5200000
MSI,AMD Ryzen 7,16,1024,SSD,NVIDIA RTX 3060,13.3,60,50.6,2.35,1,Linux,20500000
MSI,Intel Core i9,8,256,HDD,NVIDIA GTX 1650,14.0,60,81.2,2.85,1,Chrome OS,5000000
Dell,Intel Core i9,16,512,NVMe SSD,NVIDIA GTX 1650,16.0,165,92.3,2.03,0,Windows 11,18600000
Toshiba,AMD Ryzen 7,32,512,NVMe SSD,NVIDIA GTX 1650,11.6,165,32.3,1.83,1,Windows 10,15500000
MSI,Intel Core i7,8,512,HDD,Integrated,11.6,60,59.4,1.13,0,Chrome OS,4200000
Acer,Intel Core i5,8,512,NVMe SSD,NVIDIA RTX 3070,17.3,120,39.3,2.26,1,Windows 10,7600000
Toshiba,AMD Ryzen 5,32,512,NVMe SSD,NVIDIA GTX 1650,16.0,240,58.9,2.15,0,Linux,10300000
Dell,AMD Ryzen 7,32,512,SSD,NVIDIA RTX 4060,15.6,60,51.2,3.16,0,Windows 10,27000000
Razer,Intel Core i7,16,512,HDD,NVIDIA RTX 3050,11.6,144,96.9,2.89,0,Windows 10,12200000
MSI,Intel Core i5,16,512,SSD,NVIDIA GTX 1650,14.0,90,34.5,2.3,1,Chrome OS,8600000
Samsung,Intel Core i7,8,256,SSD,AMD Radeon RX 6600,15.6,60,65.0,3.17,0,Windows 10,7500000
MSI,Intel Core i9,32,256,NVMe SSD,NVIDIA RTX 3050,15.6,120,80.3,1.31,1,Chrome OS,21600000
HP,AMD Ryzen 3,8,1024,SSD,NVIDIA RTX 3070,16.0,144,70.7,2.26,1,Linux,7700000
Apple,Apple M1,32,256,NVMe SSD,Apple GPU,14.0,90,42.5,1.11,0,macOS,35900000
HP,AMD Ryzen 5,4,512,HDD,NVIDIA RTX 3060,14.0,60,97.6,2.23,1,Linux,3500000
Acer,AMD Ryzen 9,8,512,HDD,NVIDIA GTX 1650,13.3,60,60.3,1.78,0,Linux,5700000
MSI,Intel Core i9,8,512,HDD,NVIDIA RTX 4060,15.6,120,94.7,2.39,0,Windows 11,17600000
MSI,Intel Core i9,16,512,NVMe SSD,AMD Radeon RX 6600,17.3,60,94.7,2.77,0,Windows 10,24700000
Apple,Apple M2,16,256,NVMe SSD,Apple GPU,14.0,144,91.9,1.15,0,macOS,37800000
Toshiba,Intel Core i3,16,512,SSD,NVIDIA GTX 1650,14.0,60,57.6,1.93,0,Linux,4500000
Toshiba,AMD Ryzen 5,16,256,HDD,NVIDIA GTX 1650,14.0,60,40.9,3.41,1,Windows 11,3400000
Samsung,AMD Ryzen 9,16,256,SSD,NVIDIA RTX 3050,16.0,165,83.4,2.84,0,Windows 11,15700000
Samsung,AMD Ryzen 5,64,1024,SSD,NVIDIA RTX 4060,11.6,240,92.7,2.84,0,Linux,45800000
Acer,AMD Ryzen 5,8,1024,NVMe SSD,NVIDIA RTX 4060,13.3,90,45.6,2.47,0,Windows 11,11200000
Asus,AMD Ryzen 3,64,512,HDD,NVIDIA RTX 3060,15.6,120,75.6,1.04,0,Linux,14000000
Razer,AMD Ryzen 3,4,256,NVMe SSD,Integrated,17.3,120,97.4,1.46,0,Windows 10,2500000
Asus,Intel Core i3,16,256,NVMe SSD,NVIDIA RTX 3060,16.0,60,70.0,2.71,0,Windows 11,6600000
Acer,AMD Ryzen 7,16,512,NVMe SSD,NVIDIA RTX 3050,11.6,90,75.4,3.14,0,Linux,9300000
Toshiba,Intel Core i7,32,256,SSD,AMD Radeon RX 6600,17.3,144,87.6,2.59,0,Windows 11,12400000
Toshiba,Intel Core i5,32,512,SSD,Integrated,16.0,120,47.7,3.22,1,Linux,9400000
Samsung,AMD Ryzen 5,8,128,NVMe SSD,Integrated,14.0,144,83.5,3.07,0,Windows 10,3000000
Samsung,Intel Core i5,32,512,SSD,NVIDIA GTX 1650,15.6,144,71.1,1.71,1,Linux,12700000
MSI,Intel Core i5,32,512,SSD,NVIDIA GTX 1650,15.6,120,80.3,1.12,0,Windows 10,17300000
Dell,Intel Core i3,8,256,SSD,NVIDIA GTX 1650,14.0,120,76.5,2.68,0,Windows 10,3500000
Asus,Intel Core i7,16,512,SSD,NVIDIA RTX 3060,16.0,60,81.1,2.98,0,Windows 10,13100000
Razer,Intel Core i5,16,512,SSD,AMD Radeon RX 6600,14.0,144,52.0,1.87,0,Linux,14300000
MSI,AMD Ryzen 7,8,512,SSD,NVIDIA RTX 3060,15.6,165,47.9,2.56,1,Windows 10,13000000
Toshiba,Intel Core i5,32,1024,NVMe SSD,NVIDIA GTX 1650,17.3,60,45.3,2.26,1,Windows 10,14000000
MSI,AMD Ryzen 5,16,512,NVMe SSD,NVIDIA RTX 3050,16.0,120,74.4,2.01,1,Linux,13100000
Razer,AMD Ryzen 5,16,1024,HDD,NVIDIA RTX 4060,13.3,120,66.9,1.53,1,Chrome OS,19200000
Lenovo,AMD Ryzen 7,8,512,SSD,NVIDIA RTX 3050,17.3,60,52.0,1.91,0,Linux,8000000
Lenovo,AMD Ryzen 5,16,1024,HDD,NVIDIA RTX 3070,15.6,144,70.9,1.01,1,Linux,12700000
Toshiba,AMD Ryzen 7,32,512,SSD,NVIDIA RTX 3060,14.0,120,34.7,2.59,0,Linux,15100000
Asus,Intel Core i7,16,512,SSD,NVIDIA GTX 1650,17.3,90,83.0,2.25,0,Linux,10300000
HP,Intel Core i3,64,512,SSD,NVIDIA RTX 3070,15.6,120,32.2,1.18,0,Windows 10,25800000
Dell,AMD Ryzen 5,16,256,HDD,Integrated,15.6,165,51.7,2.83,0,Chrome OS,3700000
Apple,Apple M2,16,1024,NVMe SSD,Apple GPU,11.6,144,31.2,2.72,1,macOS,59900000
Apple,Apple M1,16,256,SSD,Apple GPU,17.3,90,61.2,1.71,0,macOS,31100000
Toshiba,AMD Ryzen 7,8,256,NVMe SSD,NVIDIA RTX 3070,15.6,120,31.1,3.12,0,Linux,6000000
Razer,AMD Ryzen 5,32,2048,NVMe SSD,Integrated,14.0,90,82.1,2.44,0,Chrome OS,21200000
Toshiba,AMD Ryzen 7,32,1024,HDD,NVIDIA GTX 1650,17.3,120,54.3,2.51,0,Chrome OS,13200000
Apple,Apple M1,8,512,NVMe SSD,Apple GPU,14.0,240,61.4,1.83,0,macOS,27100000
Acer,AMD Ryzen 9,4,512,NVMe SSD,NVIDIA RTX 3070,13.3,240,64.2,2.07,0,Linux,8600000
MSI,Intel Core i7,32,512,SSD,NVIDIA RTX 3050,11.6,60,59.8,3.3,0,Chrome OS,14800000
Dell,AMD Ryzen 5,8,512,SSD,AMD Radeon RX 6600,13.3,144,48.1,3.18,0,Linux,6900000
